EA_Name,Timestamp,Balance,Equity,Margin,FreeMargin,MarginLevel,Profit,Currency,Server,Leverage,Source,ProcessedTime
Ultimate-Timebomb,2025.11.22 02:25:47,5204.74,5204.74,0.0,5204.74,0.0,0.0,USD,ICMarketsSC-Demo,1000,US-ORB,2025-11-25 08:27:28
