EA_Name,TimeOpen,TimeClose,DealOpen,DealClose,Symbol,Type,Volume,PriceOpen,PriceClose,Profit,Swap,Commission,Duration,Comment,Source,ProcessedTime
Ultimate-Timebomb,2025.11.11 14:40:35,,1072710965,,,BALANCE,0.0,0.0,,5000.0,0.0,0.0,,Demo deposit,US-ORB,2025-11-23 14:35:03
US-ORB-Fund,2025.11.09 09:16:11,,1069596189,,,BALANCE,0.0,0.0,,10000.0,0.0,0.0,,Demo deposit,Ultimate-TimeBomb,2025-11-23 14:35:03
