EA_Name,Timestamp,Balance,Equity,Margin,FreeMargin,MarginLevel,Profit,Currency,Server,Leverage,Source,ProcessedTime
US-ORB-Fund,2025.11.22 02:21:51,10441.26,10441.26,0.0,10441.26,0.0,0.0,USD,ICMarketsSC-Demo,50,Ultimate-TimeBomb,2025-11-25 08:27:28
