EA_Name,TimeOpen,TimeClose,DealOpen,DealClose,Symbol,Type,Volume,PriceOpen,PriceClose,Profit,Swap,Commission,Duration,Comment,Source,ProcessedTime
US-ORB-Fund,2025.11.19 17:56:21,2025.11.19 20:11:31,1085325002,1085630261.0,US30,SELL,1.4,46030.5,46097.2,-93.38,0.0,0.0,135.2,US ORB Fund,Ultimate-TimeBomb,2025-11-25 08:27:28
US-ORB-Fund,2025.11.20 16:30:02,2025.11.20 16:31:24,1087250305,1087257985.0,US30,BUY,2.8,46621.0,46739.3,331.24,0.0,0.0,1.4,US ORB Fund,Ultimate-TimeBomb,2025-11-25 08:27:28
US-ORB-Fund,2025.11.20 17:37:28,2025.11.20 17:48:30,1087449375,1087473463.0,US30,BUY,1.5,46843.5,46774.8,-103.05,0.0,0.0,11.0,US ORB Fund,Ultimate-TimeBomb,2025-11-25 08:27:28
US-ORB-Fund,2025.11.21 18:29:31,2025.11.21 18:54:08,1090024756,1090093909.0,US30,BUY,1.5,46084.2,46288.5,306.45,0.0,0.0,24.6,US ORB Fund,Ultimate-TimeBomb,2025-11-25 08:27:28
